date,league,home,away,home_goals,away_goals,total_goals,actual,pred,correct,actual_over,pred_over,correct_ou,actual_btts,pred_btts,correct_btts,p_home,p_draw,p_away,p_over,p_btts
2026-03-21,EPL,Fulham,Burnley,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.5891,0.2219,0.189,0.5556,0.5476
2026-03-21,Bundesliga,FC Koln,M'gladbach,3,3,6,D,H,0,1,OVER,1,1,GG,1,0.4067,0.2868,0.3065,0.5094,0.5689
2026-03-21,LaLiga,Elche,Mallorca,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5081,0.2619,0.2299,0.6038,0.5689
2026-03-21,LeagueOne,Wigan,Exeter,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.3555,0.2896,0.355,0.4286,0.3869
2026-03-21,EPL,Brighton,Liverpool,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.4811,0.2241,0.2947,0.5556,0.507
2026-03-21,PrimeiraLiga,Moreirense,Arouca,0,1,1,A,H,0,0,OVER,0,0,GG,0,0.5256,0.2366,0.2378,0.6154,0.6471
2026-03-21,Bundesliga,Heidenheim,Leverkusen,3,3,6,D,A,0,1,OVER,1,1,GG,1,0.137,0.0982,0.7648,0.8,0.6471
2026-03-21,Bundesliga,Wolfsburg,Werder Bremen,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.3054,0.2324,0.4623,0.6889,0.6882
2026-03-21,PrimeiraLiga,Famalicao,Nacional,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.5891,0.2219,0.189,0.3714,0.3869
2026-03-21,PrimeiraLiga,Santa Clara,Gil Vicente,1,0,1,H,A,0,0,UNDER,1,0,NG,1,0.3036,0.2736,0.4227,0.3857,0.507
2026-03-21,PrimeiraLiga,Tondela,AVS,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4793,0.3396,0.1811,0.3857,0.3869
2026-03-21,Eredivisie,For Sittard,Twente,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.1881,0.2253,0.5866,0.5714,0.6471
2026-03-21,Championship,Blackburn,Middlesbrough,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.1886,0.2232,0.5882,0.4173,0.4862
2026-03-21,Bundesliga,Dortmund,Hamburg,3,2,5,H,H,1,1,OVER,1,1,NG,0,0.709,0.2278,0.0632,0.5333,0.507
2026-03-22,SerieA,Bologna,Lazio,0,2,2,A,H,0,0,UNDER,1,0,NG,1,0.3719,0.3369,0.2912,0.3188,0.3869
2026-03-22,SerieA,Atalanta,Verona,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.5342,0.4862
2026-03-22,Eredivisie,Utrecht,Go Ahead Eagles,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.5221,0.2842,0.1937,0.3962,0.507
2026-03-22,PrimeiraLiga,Alverca,Sp Lisbon,1,4,5,A,A,1,1,OVER,1,1,NG,0,0.1315,0.2105,0.6581,0.5625,0.4862
2026-03-22,PrimeiraLiga,Sp Braga,Porto,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.2266,0.2662,0.5072,0.3857,0.4862
2026-03-22,Eredivisie,Nijmegen,Heerenveen,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.5893,0.2246,0.186,0.7778,0.6882
2026-03-22,SerieA,Roma,Lecce,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.709,0.2278,0.0632,0.4857,0.4795
2026-03-22,Ligue1,Marseille,Lille,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5256,0.2366,0.2378,0.6415,0.6471
2026-03-22,SerieA,Como,Pisa,5,0,5,H,H,1,1,OVER,1,0,NG,1,0.8488,0.089,0.0621,0.625,0.4862
2026-03-22,GreekSL,Aris,OFI Crete,0,2,2,A,H,0,0,UNDER,1,0,NG,1,0.5899,0.2248,0.1852,0.4792,0.4795
2026-03-22,Bundesliga,Mainz,Ein Frankfurt,2,1,3,H,A,0,1,OVER,1,1,GG,1,0.3078,0.2774,0.4148,0.6825,0.6471
2026-03-22,Ligue1,Nantes,Strasbourg,2,3,5,A,A,1,1,OVER,1,1,GG,1,0.1886,0.2232,0.5882,0.5714,0.6071
2026-03-22,Eredivisie,Groningen,AZ Alkmaar,3,0,3,H,D,0,1,UNDER,0,0,GG,0,0.3065,0.3548,0.3386,0.3962,0.5435
2026-03-22,Ligue1,Rennes,Metz,0,0,0,D,H,0,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.6415,0.507
2026-03-22,Eredivisie,Telstar,PSV Eindhoven,3,1,4,H,A,0,1,OVER,1,1,GG,1,0.1435,0.1384,0.7181,0.7778,0.6882
2026-03-22,SerieA,Fiorentina,Inter,1,1,2,D,A,0,0,OVER,0,1,NG,0,0.1281,0.2307,0.6412,0.5342,0.4862
2026-03-22,Ligue1,Lyon,Monaco,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4117,0.359,0.2293,0.2941,0.507
2026-03-22,GreekSL,AEK,Kifisia,3,0,3,H,H,1,1,OVER,1,0,NG,1,0.7148,0.2232,0.0619,0.625,0.3869
2026-03-22,EPL,Newcastle,Sunderland,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.5893,0.2246,0.186,0.4884,0.507
2026-03-22,GreekSL,Asteras Tripolis,Panathinaikos,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.1472,0.2824,0.5705,0.4792,0.3869
2026-03-22,GreekSL,Olympiakos,Larisa,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.8731,0.0916,0.0353,0.4792,0.3869
2026-03-22,EPL,Tottenham,Nott'm Forest,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.3,0.3473,0.3527,0.5556,0.6071
2026-03-22,LaLiga,Real Madrid,Ath Madrid,3,2,5,H,H,1,1,UNDER,0,1,NG,0,0.5208,0.3642,0.115,0.4043,0.4862
2026-03-22,LaLiga,Ath Bilbao,Betis,2,1,3,H,A,0,1,UNDER,0,1,NG,0,0.3078,0.2774,0.4148,0.3704,0.507
2026-03-22,LaLiga,Celta,Alaves,3,4,7,A,H,0,1,UNDER,0,1,NG,0,0.5221,0.2842,0.1937,0.4186,0.3869
2026-03-22,LaLiga,Barcelona,Vallecano,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.8437,0.092,0.0642,0.7778,0.5476
2026-03-22,EPL,Aston Villa,West Ham,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.5872,0.2285,0.1844,0.4884,0.507
2026-03-22,Ligue1,Paris FC,Le Havre,3,2,5,H,H,1,1,UNDER,0,1,NG,0,0.4797,0.3399,0.1803,0.0,0.4862
2026-03-22,GreekSL,Levadeiakos,Atromitos,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.523,0.2404,0.2366,0.4792,0.4862
2026-03-22,Bundesliga,St Pauli,Freiburg,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.3892,0.2744,0.3364,0.0,0.507
2026-03-22,Bundesliga,Augsburg,Stuttgart,2,5,7,A,A,1,1,OVER,1,1,GG,1,0.1886,0.2232,0.5882,0.8178,0.6882
2026-03-22,GreekSL,Panetolikos,Panserraikos,0,0,0,D,H,0,0,OVER,0,0,NG,1,0.5893,0.2246,0.186,0.625,0.4862
2026-03-22,GreekSL,Volos NFC,PAOK,2,1,3,H,A,0,1,OVER,1,1,NG,0,0.1281,0.2307,0.6412,0.5,0.3869
2026-03-22,PrimeiraLiga,Estoril,Rio Ave,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5909,0.2226,0.1865,0.6154,0.6471
2026-03-22,Eredivisie,Feyenoord,Ajax,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4209,0.2362,0.3429,0.7778,0.6882
2026-03-24,LeagueOne,Doncaster,Port Vale,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4334,0.2881,0.2785,0.4286,0.4862
2026-03-28,LeagueOne,Stockport,AFC Wimbledon,3,0,3,H,H,1,1,OVER,1,0,GG,0,0.5256,0.2366,0.2378,0.7143,0.5689
2026-03-28,LeagueOne,Reading,Wigan,3,0,3,H,H,1,1,OVER,1,0,GG,0,0.5052,0.2692,0.2256,0.7143,0.5689
2026-03-28,LeagueOne,Wycombe,Port Vale,4,0,4,H,H,1,1,OVER,1,0,NG,1,0.5915,0.2228,0.1857,0.5962,0.507
2026-03-28,LeagueOne,Blackpool,Burton,1,0,1,H,D,0,0,OVER,0,0,GG,0,0.3065,0.3548,0.3386,0.5094,0.5689
2026-03-28,LeagueOne,Exeter,Leyton Orient,0,0,0,D,A,0,0,OVER,0,0,GG,0,0.325,0.2929,0.3821,0.7143,0.6471
2026-04-02,LeagueOne,Wigan,Leyton Orient,0,0,0,D,D,1,0,UNDER,1,0,NG,1,0.3166,0.3665,0.3168,0.4286,0.4862
2026-04-03,Championship,Middlesbrough,Millwall,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4168,0.3559,0.2273,0.3867,0.4862
2026-04-03,Championship,Birmingham,Blackburn,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.5604,0.2193,0.2204,0.4173,0.4862
2026-04-03,LaLiga,Vallecano,Elche,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4985,0.2729,0.2286,0.4186,0.4862
2026-04-03,Championship,West Brom,Wrexham,2,2,4,D,A,0,1,UNDER,0,1,NG,0,0.3792,0.2211,0.3997,0.3867,0.4795
2026-04-03,Championship,Sheffield United,Swansea,3,3,6,D,H,0,1,UNDER,0,1,NG,0,0.5216,0.2839,0.1945,0.4173,0.4862
2026-04-03,Championship,QPR,Watford,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.4067,0.2331,0.3601,0.6923,0.6071
2026-04-03,Championship,Charlton,Bristol City,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4005,0.2662,0.3333,0.3867,0.3869
2026-04-03,Championship,Oxford,Hull,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.2263,0.2364,0.5373,0.4173,0.507
2026-04-03,Championship,Leicester,Preston,2,2,4,D,H,0,1,UNDER,0,1,GG,1,0.3892,0.2744,0.3364,0.4173,0.5435
2026-04-03,PrimeiraLiga,Gil Vicente,AVS,3,0,3,H,H,1,1,OVER,1,0,GG,0,0.709,0.2278,0.0632,0.6154,0.5435
2026-04-03,PrimeiraLiga,Guimaraes,Tondela,5,0,5,H,H,1,1,UNDER,0,0,NG,1,0.5866,0.2282,0.1852,0.463,0.507
2026-04-03,Championship,Norwich,Portsmouth,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.4778,0.3386,0.1835,0.529,0.507
2026-04-03,LeagueOne,Lincoln,AFC Wimbledon,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.709,0.2278,0.0632,0.7143,0.5476
2026-04-03,Championship,Coventry,Derby,3,2,5,H,H,1,1,OVER,1,1,GG,1,0.4793,0.3396,0.1811,0.529,0.6071
2026-04-03,LeagueOne,Blackpool,Exeter,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.4111,0.2791,0.3098,0.5094,0.507
2026-04-03,Championship,Stoke,Sheffield Weds,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.5899,0.2248,0.1852,0.529,0.5689
2026-04-03,PrimeiraLiga,Sp Lisbon,Santa Clara,4,2,6,H,H,1,1,OVER,1,1,NG,0,0.7923,0.1743,0.0334,0.6154,0.4795
2026-04-03,LeagueOne,Rotherham,Stevenage,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.2977,0.2266,0.4757,0.3448,0.507
2026-04-03,Ligue1,Paris SG,Toulouse,3,1,4,H,H,1,1,OVER,1,1,NG,0,0.7296,0.2344,0.036,0.5632,0.4862
2026-04-03,LeagueOne,Doncaster,Mansfield,0,2,2,A,A,1,0,UNDER,1,0,NG,1,0.3199,0.2883,0.3917,0.3448,0.4862
2026-04-03,LeagueOne,Stockport,Wycombe,3,0,3,H,H,1,1,UNDER,0,0,NG,1,0.4105,0.3579,0.2316,0.3448,0.4862
2026-04-03,LeagueOne,Luton,Peterboro,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.4111,0.2791,0.3098,0.5714,0.507
2026-04-03,LeagueOne,Huddersfield,Reading,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4229,0.2325,0.3446,0.7143,0.6471
2026-04-03,LeagueOne,Burton,Barnsley,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.3217,0.2448,0.4335,0.7143,0.6071
2026-04-03,LeagueOne,Bradford,Northampton,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.5899,0.2248,0.1852,0.5714,0.4862
2026-04-03,LeagueOne,Plymouth,Bolton,1,2,3,A,A,1,1,OVER,1,1,NG,0,0.325,0.2929,0.3821,0.5094,0.507
2026-04-04,GreekSL,Kifisia,Panserraikos,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.5899,0.2248,0.1852,0.4792,0.4862
2026-04-04,Eredivisie,Telstar,Groningen,0,2,2,A,A,1,0,OVER,0,0,GG,0,0.3199,0.2883,0.3917,0.5569,0.6882
2026-04-04,LaLiga,Sociedad,Levante,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.4952,0.2747,0.2301,0.6607,0.6882
2026-04-04,LaLiga,Mallorca,Real Madrid,2,1,3,H,A,0,1,OVER,1,1,GG,1,0.1342,0.1939,0.6718,0.6607,0.5689
2026-04-04,LaLiga,Betis,Espanol,0,0,0,D,H,0,0,OVER,0,0,GG,0,0.5256,0.2366,0.2378,0.6607,0.5689
2026-04-04,Bundesliga,M'gladbach,Heidenheim,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.4974,0.2744,0.2281,0.2857,0.3869
2026-04-04,Eredivisie,PSV Eindhoven,Utrecht,4,3,7,H,H,1,1,OVER,1,1,GG,1,0.5893,0.2246,0.186,0.7778,0.6071
2026-04-04,Bundesliga,Hoffenheim,Mainz,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5256,0.2366,0.2378,0.6889,0.6471
2026-04-04,Bundesliga,Hamburg,Augsburg,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.5048,0.2637,0.2315,0.5094,0.507
2026-04-04,Bundesliga,Freiburg,Bayern Munich,2,3,5,A,A,1,1,OVER,1,1,GG,1,0.1488,0.1066,0.7446,0.8,0.6471
2026-04-04,Bundesliga,Stuttgart,Dortmund,0,2,2,A,A,1,0,UNDER,1,0,NG,1,0.3078,0.2774,0.4148,0.2857,0.4862
2026-04-04,GreekSL,Panetolikos,Atromitos,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.3054,0.2324,0.4623,0.4792,0.4862
2026-04-04,Bundesliga,Werder Bremen,RB Leipzig,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.1886,0.2232,0.5882,0.5333,0.5476
2026-04-04,Eredivisie,AZ Alkmaar,For Sittard,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.5876,0.2239,0.1885,0.7778,0.6882
2026-04-04,PrimeiraLiga,Moreirense,Sp Braga,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.1362,0.2295,0.6343,0.6154,0.5689
2026-04-04,Eredivisie,Excelsior,Nijmegen,0,2,2,A,A,1,0,OVER,0,0,GG,0,0.1886,0.2232,0.5882,0.5714,0.6471
2026-04-04,Ligue1,Lille,Lens,3,0,3,H,A,0,1,UNDER,0,0,GG,0,0.2928,0.2639,0.4433,0.475,0.5476
2026-04-04,SerieA,Sassuolo,Cagliari,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.3892,0.2744,0.3364,0.4857,0.507
2026-04-04,SerieA,Verona,Fiorentina,0,1,1,A,A,1,0,UNDER,1,0,GG,0,0.2335,0.2438,0.5227,0.4857,0.5689
2026-04-04,GreekSL,Asteras Tripolis,Larisa,3,1,4,H,H,1,1,UNDER,0,1,NG,0,0.451,0.2998,0.2492,0.2,0.3869
2026-04-04,SerieA,Lazio,Parma,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.5216,0.2839,0.1945,0.3188,0.4795
2026-04-04,Ligue1,Brest,Rennes,3,4,7,A,H,0,1,UNDER,0,1,GG,1,0.3892,0.2744,0.3364,0.4444,0.6071
2026-04-04,PrimeiraLiga,Nacional,Estrela,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.3831,0.2645,0.3524,0.5625,0.5689
2026-04-04,Eredivisie,Ajax,Twente,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4974,0.2744,0.2281,0.3333,0.4862
2026-04-04,PrimeiraLiga,Rio Ave,Alverca,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.325,0.2929,0.3821,0.5625,0.5689
2026-04-04,Bundesliga,Leverkusen,Wolfsburg,6,3,9,H,H,1,1,OVER,1,1,NG,0,0.6768,0.2175,0.1057,0.6825,0.507
2026-04-04,PrimeiraLiga,Porto,Famalicao,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.7276,0.2366,0.0359,0.3529,0.3869
2026-04-04,LaLiga,Ath Madrid,Barcelona,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.3078,0.2774,0.4148,0.6607,0.6882
2026-04-04,Ligue1,Strasbourg,Nice,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.5899,0.2248,0.1852,0.5632,0.5476
2026-04-05,LaLiga,Valencia,Celta,2,3,5,A,A,1,1,UNDER,0,1,NG,0,0.3,0.3473,0.3527,0.3704,0.4862
2026-04-05,GreekSL,PAOK,Panathinaikos,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.618,0.2547,0.1273,0.4792,0.4862
2026-04-05,Ligue1,Angers,Lyon,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.1881,0.2253,0.5866,0.4444,0.507
2026-04-05,Ligue1,Lorient,Paris FC,1,1,2,D,H,0,0,UNDER,1,1,GG,1,0.4985,0.2729,0.2286,0.475,0.6471
2026-04-05,LaLiga,Getafe,Ath Bilbao,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.3719,0.3369,0.2912,0.4043,0.4862
2026-04-05,LaLiga,Oviedo,Sevilla,1,0,1,H,D,0,0,UNDER,1,0,NG,1,0.3065,0.3548,0.3386,0.4043,0.3869
2026-04-05,Ligue1,Metz,Nantes,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.3078,0.2774,0.4148,0.2941,0.4862
2026-04-05,Ligue1,Monaco,Marseille,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.451,0.2998,0.2492,0.6415,0.6471
2026-04-05,GreekSL,Olympiakos,AEK,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.5872,0.2285,0.1844,0.4783,0.507
2026-04-05,Bundesliga,Union Berlin,St Pauli,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.486,0.294,0.22,0.0,0.507
2026-04-05,Ligue1,Le Havre,Auxerre,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4831,0.3378,0.1792,0.0,0.3869
2026-04-05,GreekSL,Volos NFC,OFI Crete,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.451,0.2998,0.2492,0.4792,0.507
2026-04-05,LaLiga,Alaves,Osasuna,2,2,4,D,D,1,1,UNDER,0,1,NG,0,0.344,0.3983,0.2577,0.4043,0.4862
2026-04-05,Eredivisie,Go Ahead Eagles,Zwolle,5,0,5,H,H,1,1,OVER,1,0,GG,0,0.5699,0.2147,0.2155,0.5714,0.6882
2026-04-05,GreekSL,Levadeiakos,Aris,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.5876,0.2239,0.1885,0.4792,0.4862
2026-04-05,Eredivisie,Volendam,Feyenoord,0,0,0,D,A,0,0,OVER,0,0,GG,0,0.1886,0.2232,0.5882,0.5714,0.6071
2026-04-05,Eredivisie,Heerenveen,Heracles,4,1,5,H,H,1,1,OVER,1,1,NG,0,0.7056,0.1819,0.1125,0.7778,0.507
2026-04-05,Eredivisie,NAC Breda,Sparta Rotterdam,0,0,0,D,A,0,0,OVER,0,0,GG,0,0.3774,0.2247,0.3979,0.5569,0.5476
2026-04-05,SerieA,Inter,Roma,5,2,7,H,H,1,1,OVER,1,1,GG,1,0.709,0.2278,0.0632,0.5342,0.5476
2026-04-05,SerieA,Pisa,Torino,0,1,1,A,A,1,0,UNDER,1,0,NG,1,0.2194,0.3558,0.4248,0.4857,0.3869
2026-04-05,Bundesliga,Ein Frankfurt,FC Koln,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.523,0.2404,0.2366,0.5333,0.5435
2026-04-05,SerieA,Cremonese,Bologna,1,2,3,A,A,1,1,OVER,1,1,NG,0,0.1881,0.2253,0.5866,0.5342,0.507
2026-04-06,SerieA,Udinese,Como,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.1286,0.2315,0.6399,0.4857,0.507
2026-04-06,SerieA,Juventus,Genoa,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.709,0.2278,0.0632,0.5342,0.5689
2026-04-06,SerieA,Napoli,Milan,1,0,1,H,A,0,0,UNDER,1,0,NG,1,0.3117,0.2809,0.4074,0.3188,0.507
2026-04-06,LaLiga,Girona,Villarreal,1,0,1,H,A,0,0,OVER,0,0,GG,0,0.1886,0.2232,0.5882,0.6038,0.5748
2026-04-06,LeagueOne,Exeter,Doncaster,3,0,3,H,H,1,1,UNDER,0,0,NG,1,0.3719,0.3369,0.2912,0.3448,0.507
2026-04-06,SerieA,Lecce,Atalanta,0,3,3,A,A,1,1,UNDER,0,0,NG,1,0.2032,0.2434,0.5534,0.4857,0.4862
2026-04-06,Championship,Bristol City,Sheffield United,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.3825,0.251,0.3664,0.529,0.6882
2026-04-06,Championship,Millwall,Norwich,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.3096,0.2732,0.4172,0.3867,0.507
2026-04-06,LeagueOne,Wycombe,Bradford,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5876,0.2239,0.1885,0.7143,0.5476
2026-04-06,Championship,Blackburn,West Brom,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.3719,0.3369,0.2912,0.3867,0.4862
2026-04-06,Championship,Derby,Stoke,2,0,2,H,D,0,0,UNDER,1,0,NG,1,0.344,0.3983,0.2577,0.4,0.4862
2026-04-06,Championship,Preston,QPR,1,1,2,D,D,1,0,UNDER,1,1,GG,1,0.3065,0.3548,0.3386,0.4173,0.5476
2026-04-06,Championship,Portsmouth,Oxford,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.4013,0.3635,0.2352,0.4,0.4862
2026-04-06,Championship,Ipswich,Birmingham,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.6677,0.223,0.1094,0.4173,0.3869
2026-04-06,LeagueOne,Leyton Orient,Huddersfield,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5048,0.2637,0.2315,0.7143,0.5689
2026-04-06,Championship,Sheffield Weds,Leicester,1,1,2,D,A,0,0,OVER,0,1,NG,0,0.1886,0.2232,0.5882,0.529,0.507
2026-04-06,LeagueOne,Bolton,Stockport,2,2,4,D,H,0,1,OVER,1,1,NG,0,0.451,0.2998,0.2492,0.5094,0.507
2026-04-06,PrimeiraLiga,Arouca,Estoril,3,2,5,H,A,0,1,OVER,1,1,GG,1,0.2999,0.2209,0.4792,0.8148,0.75
2026-04-06,PrimeiraLiga,Casa Pia,Benfica,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.1247,0.0893,0.786,0.8148,0.6071
2026-04-06,Championship,Swansea,Middlesbrough,2,2,4,D,A,0,1,UNDER,0,1,NG,0,0.2323,0.2477,0.52,0.4173,0.4862
2026-04-06,Championship,Hull,Coventry,0,0,0,D,A,0,0,OVER,0,0,GG,0,0.1362,0.2295,0.6343,1.0,0.6882
2026-04-06,LeagueOne,Barnsley,Plymouth,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.3068,0.2287,0.4645,0.7143,0.75
2026-04-06,LeagueOne,Stevenage,Blackpool,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4974,0.2744,0.2281,0.4286,0.4795
2026-04-06,LeagueOne,Mansfield,Burton,0,0,0,D,H,0,0,OVER,0,0,NG,1,0.4989,0.2752,0.2258,0.5,0.507
2026-04-06,LeagueOne,AFC Wimbledon,Luton,0,3,3,A,H,0,1,UNDER,0,0,NG,1,0.4013,0.3635,0.2352,0.3448,0.4862
2026-04-06,Championship,Watford,Charlton,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.5166,0.285,0.1984,0.3867,0.4862
2026-04-06,LeagueOne,Reading,Lincoln,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.2281,0.288,0.4838,0.4286,0.4862
2026-04-06,LeagueOne,Peterboro,Cardiff,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.2991,0.223,0.4779,0.7143,0.6471
2026-04-06,LeagueOne,Northampton,Wigan,1,3,4,A,A,1,1,UNDER,0,1,NG,0,0.3233,0.241,0.4357,0.3448,0.4862
2026-04-07,LeagueOne,Port Vale,Rotherham,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4171,0.2751,0.3078,0.3448,0.3869
2026-04-07,Championship,Wrexham,Southampton,1,5,6,A,A,1,1,OVER,1,1,GG,1,0.3558,0.2325,0.4117,1.0,0.6882
2026-04-08,GreekSL,Panserraikos,Asteras Tripolis,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4166,0.31,0.2734,0.4792,0.3869
2026-04-08,GreekSL,Atromitos,Kifisia,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4171,0.2751,0.3078,0.4792,0.3869
2026-04-08,GreekSL,Larisa,Panetolikos,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.3113,0.3076,0.3811,0.3333,0.3869
2026-04-10,SerieA,Roma,Pisa,3,0,3,H,H,1,1,OVER,1,0,NG,1,0.7478,0.1874,0.0648,0.5342,0.507
2026-04-10,Championship,West Brom,Millwall,0,0,0,D,A,0,0,UNDER,1,0,GG,0,0.3068,0.2287,0.4645,0.4173,0.5476
2026-04-10,Bundesliga,Augsburg,Hoffenheim,2,2,4,D,A,0,1,OVER,1,1,GG,1,0.2104,0.2172,0.5723,0.7647,0.6882
2026-04-10,Ligue1,Marseille,Metz,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.733,0.2035,0.0635,0.6765,0.5689
2026-04-10,Eredivisie,Twente,Volendam,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.7071,0.2299,0.0631,0.3962,0.4862
2026-04-10,LaLiga,Real Madrid,Girona,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.709,0.2278,0.0632,0.6607,0.4862
2026-04-10,PrimeiraLiga,Famalicao,Moreirense,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.5876,0.2239,0.1885,0.3529,0.3869
2026-04-10,Ligue1,Paris FC,Monaco,4,1,5,H,A,0,1,OVER,1,1,GG,1,0.1886,0.2232,0.5882,0.6765,0.6882
2026-04-10,EPL,West Ham,Wolves,4,0,4,H,H,1,1,UNDER,0,0,NG,1,0.4384,0.3194,0.2422,0.0168,0.4862
2026-04-11,LeagueOne,Blackpool,Peterboro,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.3892,0.2744,0.3364,0.5962,0.5689
2026-04-11,LeagueOne,Bradford,Stevenage,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.4013,0.3635,0.2352,0.3158,0.4862
2026-04-11,LeagueOne,Doncaster,Reading,1,0,1,H,A,0,0,OVER,0,0,GG,0,0.2335,0.2438,0.5227,0.7143,0.6071
2026-04-11,Ligue1,Rennes,Angers,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.636,0.2475,0.1165,0.2941,0.3869
